caption,time,sharedPost/pageName/name,shares,engagements,cleaned_text,topic,topic_name
"𝐖𝐄𝐄𝐊𝐋𝐘 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐎𝐔𝐓𝐋𝐎𝐎𝐊
17-24 January 2025

No significant threat of tropical cyclone occurrence was noted throughout the forecast period.

𝘛𝘩𝘪𝘴 𝘸𝘦𝘢𝘵𝘩𝘦𝘳 𝘰𝘶𝘵𝘭𝘰𝘰𝘬 𝘸𝘪𝘭𝘭 𝘣𝘦 𝘶𝘱𝘥𝘢𝘵𝘦𝘥 𝘴𝘩𝘰𝘶𝘭𝘥 𝘵𝘩𝘦𝘳𝘦 𝘣𝘦 𝘴𝘪𝘨𝘯𝘪𝘧𝘪𝘤𝘢𝘯𝘵 𝘤𝘩𝘢𝘯𝘨𝘦𝘴 𝘪𝘯 𝘵𝘩𝘦 𝘧𝘰𝘳𝘦𝘤𝘢𝘴𝘵 𝘴𝘤𝘦𝘯𝘢𝘳𝘪𝘰 𝘵𝘩𝘳𝘰𝘶𝘨𝘩 𝘵𝘩𝘦 𝘪𝘴𝘴𝘶𝘢𝘯𝘤𝘦 𝘰𝘧 24-𝘏𝘰𝘶𝘳 𝘗𝘶𝘣𝘭𝘪𝘤 𝘞𝘦𝘢𝘵𝘩𝘦𝘳 𝘍𝘰𝘳𝘦𝘤𝘢𝘴𝘵𝘴 𝘢𝘯𝘥 𝘞𝘦𝘢𝘵𝘩𝘦𝘳 𝘈𝘥𝘷𝘪𝘴𝘰𝘳𝘪𝘦𝘴.

Source: DOST-PAGASA",2025-01-17T06:54:08.000Z,,1,21,WEEKLY WEATHER OUTLOOK january significant threat tropical cyclone occurrence noted throughout forecast period This weather outlook updated significant changes forecast scenario issuance Hour Public Weather Forecasts Weather Advisories source dostpagasa,4,Coastal Wind Warning
"𝟮𝟰-𝗛𝗥 𝗟𝗢𝗖𝗔𝗟𝗜𝗭𝗘𝗗 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧
𝗙𝗼𝗿 Northern Mindanao
Issued: 04:00 AM, 31 March 2025
Next Issuance: 04:00 AM Tomorrow

𝗦𝗬𝗡𝗢𝗣𝗦𝗜𝗦: 
Easterlies affecting the country.

𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡: 
Northern Mindanao will experience partly cloudy to cloudy skies with isolated rainshowers or thunderstorms due to Easterlies. Possible flash floods or landslides during severe thunderstorms. 

𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧 𝗪𝗜𝗡𝗗 𝗔𝗡𝗗 𝗖𝗢𝗔𝗦𝗧𝗔𝗟 𝗪𝗔𝗧𝗘𝗥 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡:
Light to moderate winds coming from East to Northeast will prevail with slight to moderate seas / (0.6 to 2.5meters).

Source: Agus Mandulog River Basin",2025-03-30T23:45:56.000Z,,1,8,HR LOCALIZED WEATHER FORECAST For northern mindanao issued march next issuance tomorrow SYNOPSIS easterlies affecting country FORECAST WEATHER CONDITION northern mindanao experience partly cloudy cloudy skies isolated rainshowers thunderstorms due easterlies possible flash floods landslides severe thunderstorms FORECAST WIND AND COASTAL WATER CONDITION light moderate winds coming east northeast prevail slight moderate seas meters source agus mandulog river basin,9,Weather Advisory
"As of 2:00 PM today, 03 March 2025, No Low Pressure Areas are being monitored for tropical cyclone formation.

All are advised to monitor updates from DOST-PAGASA.",2025-03-03T08:01:50.000Z,,0,3,pm today march low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"General Flood Advisory
Issued at 6PM, 29 December 2024

Region 10 (Northern Mindanao) GFA#1",2024-12-29T11:00:33.000Z,,17,28,general flood advisory issued pm december region northern mindanao gfaHASHTAG_,5,General Flood Advisory
"Rainfall Advisory No. 5  #MINPRSD
Weather System: Easterlies 
Issued at 02:00 PM 29 March 2025

𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐭𝐨 𝐨𝐜𝐜𝐚𝐬𝐢𝐨𝐧𝐚𝐥𝐥𝐲 𝐡𝐞𝐚𝐯𝐲 𝐫𝐚𝐢𝐧𝐬 are expected over 𝐋𝐚𝐧𝐚𝐨 𝐃𝐞𝐥 𝐍𝐨𝐫𝐭𝐞 which may persist within 2-3 hours and may affect nearby areas.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today.",2025-03-29T06:50:23.000Z,,1,3,rainfall advisory HASHTAG_minprsd weather system easterlies issued pm march Moderate occasionally heavy rains expected Lanao Del Norte persist within hours affect nearby areas public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"Rainfall Advisory No. 3  #MINPRSD
Weather System: Shearline / Easterlies 
Issued at 02:00 PM 22 February 2025

𝐋𝐢𝐠𝐡𝐭 𝐭𝐨 𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐫𝐚𝐢𝐧𝐬 are expected over Lanao Del Norte (Kauswagan, Magsaysay, Tangcal, Munai, 𝗜𝗹𝗶𝗴𝗮𝗻𝗖𝗶𝘁𝘆, Linamon, Tubod) within the next 2-3 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today.

Source: Mindanao Prsd",2025-02-22T06:19:53.000Z,,0,2,rainfall advisory HASHTAG_minprsd weather system shearline easterlies issued pm february Light Moderate rains expected lanao del norte kauswagan magsaysay tangcal munai IliganCity linamon tubod within next hours public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"Thunderstorm Advisory No. 4  #MINPRSD
Issued at 03:00 PM 24 January 2025

𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐭𝐨 𝐨𝐜𝐜𝐚𝐬𝐢𝐨𝐧𝐚𝐥𝐥𝐲 𝐡𝐞𝐚𝐯𝐲 𝐫𝐚𝐢𝐧𝐬𝐡𝐨𝐰𝐞𝐫𝐬 𝐰𝐢𝐭𝐡 𝐥𝐢𝐠𝐡𝐭𝐧𝐢𝐧𝐠 𝐚𝐧𝐝 𝐬𝐭𝐫𝐨𝐧𝐠 𝐰𝐢𝐧𝐝𝐬 are being experienced in Lanao Del Norte (𝗜𝗹𝗶𝗴𝗮𝗻𝗖𝗶𝘁𝘆, Tagoloan, Pantar) which may persist within 1-2 hours and may affect nearby areas.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2025-01-24T07:14:58.000Z,,2,10,thunderstorm advisory HASHTAG_minprsd issued pm january Moderate occasionally heavy rainshowers lightning strong winds experienced lanao del norte IliganCity tagoloan pantar persist within hours affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"𝟮𝟰-𝗛𝗥 𝗟𝗢𝗖𝗔𝗟𝗜𝗭𝗘𝗗 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧
𝗙𝗼𝗿 Northern Mindanao 
Issued: 04:00 AM, 27 March 2025
Next Issuance: 04:00 AM Tomorrow

𝗦𝗬𝗡𝗢𝗣𝗦𝗜𝗦: 
At 3:00 AM today, the Low Pressure Area (LPA) was estimated based on all available data at 220 km East of Hinatuan, Surigao del Sur (8.1°N, 128.3°E).

𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡:
Northern Mindanao will experience Cloudy skies with scattered rains and thunderstorms due to LPA. Possible flash floods or landslides due to moderate to at times heavy rains.

𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧 𝗪𝗜𝗡𝗗 𝗔𝗡𝗗 𝗖𝗢𝗔𝗦𝗧𝗔𝗟 𝗪𝗔𝗧𝗘𝗥 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡:
Light to moderate winds coming from East to Northeast will prevail with slight to moderate seas/ (0.6 to 2.5 meters).

Source: Agus Mandulog River Basin",2025-03-27T00:16:54.000Z,,0,6,HR LOCALIZED WEATHER FORECAST For northern mindanao issued march next issuance tomorrow SYNOPSIS today low pressure area lpa estimated based available data km east hinatuan surigao del sur FORECAST WEATHER CONDITION northern mindanao experience cloudy skies scattered rains thunderstorms due lpa possible flash floods landslides due moderate times heavy rains FORECAST WIND AND COASTAL WATER CONDITION light moderate winds coming east northeast prevail slight moderate seas meters source agus mandulog river basin,9,Weather Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
last OCTOBER 29, 2024   |   TUESDAY
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RespectCUE811
#asensoiliganon
#ecitizenph",2024-10-30T00:34:02.000Z,,0,8,Operations Warning Responses last october tuesday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_respectcue HASHTAG_asensoiliganon HASHTAG_ecitizenph,8,Emergency Hotlines
"As of 8:00 PM today, 20 March 2025, No Low Pressure areas are being monitored for tropical cyclone formation.
All are advised to monitor updates from DOST-PAGASA.",2025-03-20T14:01:07.000Z,DOST-PAGASA,1,5,pm today march low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"Heavy Rainfall Warning No. 21  #MINPRSD

Weather System: Shearline / Easterlies 
Issued at 02:00 PM 21 February 2025

Meanwhile, Light to Moderate rains are expected over  #LanaoDelNort ( ILIGAN CITY ) within the next 2-3 hours.

The public and Iligan City Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today.",2025-02-21T06:15:30.000Z,,2,8,heavy rainfall warning HASHTAG_minprsd weather system shearline easterlies issued pm february meanwhile light moderate rains expected HASHTAG_lanaodelnort city within next hours public city disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"As of 8:00 AM today, 26 March 2025, a low pressure area (LPA 3a) is being monitored inside the Philippine Area of Responsibility (PAR) and has an ""UNLIKELY"" chance of development into a tropical depression within the next 24 hours.
All are advised to monitor updates from DOST-PAGASA.",2025-03-26T02:53:09.000Z,DOST-PAGASA,0,3,today march low pressure area lpa monitored inside philippine area responsibility par unlikely chance development tropical depression within next hours advised monitor updates dostpagasa,7,Weather Disturbance Updates
"Highest computed 5-day heat index map and table with 2-day forecast as of 05 March 2025, 5:00PM",2025-03-05T10:35:41.000Z,DOST-PAGASA,0,4,highest computed day heat index map table day forecast march pm,5,General Flood Advisory
Abante Manticao 🤝 City Government of Iligan,2025-03-07T01:22:16.000Z,Freddie Siao,0,6,abante manticao city government,6,DRRM Office Activities
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐌𝐚𝐫𝐜𝐡 𝟏𝟖, 𝟐𝟎𝟐𝟓 | 𝐓𝐮𝐞𝐬𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#opsandwarning
#AsensoIliganon",2025-03-19T01:38:05.000Z,,0,4,Operations Warning Responses March Tuesday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_opsandwarning HASHTAG_asensoiliganon,8,Emergency Hotlines
"TROPICAL CYCLONE UPDATE for Severe Tropical Storm {MAN-YI} (formerly #PepitoPH) as of 8 PM today.

All are advised to monitor updates from DOST-PAGASA.",2024-11-18T14:18:57.000Z,DOST-PAGASA,0,3,tropical cyclone update severe tropical storm manyi formerly HASHTAG_pepitoph pm today advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"UPDATE‼️

Nihupa na ang mga tubig nga anaa sa kadalanan ganiha, October 2, 2024.

Ang ICDRRMO magpabilin sa pag monitor. 

Alang sa emergencies tawag lang sa hotline nos. 225-3215, 221-8459, 0997-726-2692, 0969-233-7878.

#ICDRRMOPROACTIVE
#RESCUE811 
#AsensoIliganon 
#streetmonitoring",2024-10-02T13:43:25.000Z,,6,53,update nihupa tubig anaa kadalanan ganiha october icdrrmo magpabilin pag monitor alang emergencies tawag lang hotline nos HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon HASHTAG_streetmonitoring,2,Thunderstorm Safety Advisory
"𝟯𝟬 𝗗𝗲𝗰𝗲𝗺𝗯𝗲𝗿 𝟮𝟬𝟮𝟰 | The LGU-Iligan, under the leadership of 𝐌𝐚𝐲𝐨𝐫 𝐅𝐫𝐞𝐝𝐞𝐫𝐢𝐜𝐤 𝐖. 𝐒𝐢𝐚𝐨, together with the Iligan City Disaster Risk Reduction and Management Office (ICDRRMO), led by 𝐌𝐚'𝐚𝐦 𝐀𝐫𝐦𝐢𝐞𝐧 𝐏. 𝐀𝐥𝐨𝐫𝐫𝐨, swiftly organized a relief operation for the victims of the recent fire at 𝘗𝘶𝘳𝘰𝘬 10, 𝘛𝘢𝘮𝘣𝘢𝘤𝘢𝘯. The initiative provided non-food and food items, to help affected families during this difficult time. This heartfelt response reflects the local government’s dedication to supporting the community and ensuring their well-being in times of crisis.

#ICDRRMOPROACTIVE
#RESCUE811
#ReliefOperations",2024-12-30T13:20:08.000Z,,107,100,December lguiligan leadership Mayor Frederick Siao together city disaster risk reduction management office icdrrmo led Maam Armien Alorro swiftly organized relief operation victims recent fire Purok Tambacan initiative provided nonfood food items help affected families difficult time heartfelt response reflects local governments dedication supporting community ensuring wellbeing times crisis HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_reliefoperations,6,DRRM Office Activities
"𝐋𝐀𝐍𝐓𝐀𝐖𝐀:

Gi-presentar SA LGU Iligan pinaagi ni Ms. Amien Alorro, ang Head sa Iligan City Disaster Risk Reduction & Management Office (ICDRRMO), ngadto sa 𝐍𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐑𝐞𝐬𝐢𝐥𝐢𝐞𝐧𝐜𝐞 𝐂𝐨𝐮𝐧𝐜𝐢𝐥 (𝐍𝐑𝐂) ang mga kalamidad nga nasinati ug mga risgo nga gipangandaman sa ilang opisina ug sa lain-laing sektor sa syudad.",2025-03-24T10:38:53.000Z,City Government of Iligan,10,19,LANTAWA gipresentar lgu pinaagi ni ms amien alorro head city disaster risk reduction management office icdrrmo ngadto National Resilience Council NRC kalamidad nasinati risgo gipangandaman ilang opisina lainlaing sektor syudad,6,DRRM Office Activities
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐋𝐎𝐂𝐀𝐋𝐈𝐙𝐄𝐃 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄:
As of 07:25 PM | 18 DECEMBER 2024

Rainshower are currently being experienced in the Brgy. Rogongon.
𝗔𝗹𝗹 𝗿𝗶𝘃𝗲𝗿 𝗰𝗵𝗮𝗻𝗻𝗲𝗹𝘀 𝗮𝗿𝗲 𝗯𝗲𝗶𝗻𝗴 𝗺𝗼𝗻𝗶𝘁𝗼𝗿𝗲𝗱 𝗮𝗻𝗱 𝗮𝗿𝗲 𝗮𝘁 𝗻𝗼𝗿𝗺𝗮𝗹 𝘄𝗮𝘁𝗲𝗿 𝗹𝗲𝘃𝗲𝗹𝘀.

The ICDRRMO will continue to monitor. For emergencies, just call the hotline numbers 225-3215, 221-8459, 0997-726-2692, 0969-233-7878.",2024-12-18T11:36:37.000Z,,0,7,ICDRRMO LOCALIZED WEATHER UPDATE pm december rainshower currently experienced brgy rogongon All river channels monitored normal water levels icdrrmo continue monitor emergencies call hotline numbers,3,PAGASA Weather Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐃𝐞𝐜𝐞𝐦𝐛𝐞𝐫 𝟐𝟕, 𝟐𝟎𝟐𝟒 | 𝐅𝐫𝐢𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-12-28T07:28:16.000Z,,1,8,Operations Warning Responses December Friday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟑, 𝟐𝟎𝟐𝟒 / 𝐓𝐡𝐮𝐫𝐬𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-10-03T23:33:02.000Z,,1,10,Operations Warning Responses October Thursday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"The City Government of Iligan under the leadership of Mayor Frederick W. Siao, Vice Mayor Marianito D. Alemania, and the 18th City Council was honored with a Plaque of Recognition from the National Resilience Council (NRC). This award highlights the city’s exemplary leadership and transformative initiatives in advancing local resilience through evidence-informed risk governance and innovation.

Presented at the Resilient Local Government Unit Program: Adopt-a-City Colloquium on March 17, 2025, at MOA Square, Pasay City, this recognition reinforces Iligan’s commitment to disaster preparedness, sustainability, and strong multi-stakeholder partnerships.

With this recognition, Iligan City continues to lead the way in building a safer, more resilient future for its people!

#ICDRRMOPROACTIVE
#AsensoIliganon",2025-03-24T05:34:12.000Z,,12,36,city government leadership mayor frederick siao vice mayor marianito alemania th city council honored plaque recognition national resilience council nrc award highlights citys exemplary leadership transformative initiatives advancing local resilience evidenceinformed risk governance innovation presented resilient local government unit program adoptacity colloquium march moa square pasay city recognition reinforces iligans commitment disaster preparedness sustainability strong multistakeholder partnerships recognition city continues lead way building safer resilient future people HASHTAG_icdrrmoproactive HASHTAG_asensoiliganon,6,DRRM Office Activities
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
DECEMBER 16, 2024    |    MONDAY
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-12-17T00:32:13.000Z,,0,5,Operations Warning Responses december monday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
MGA DAPAT NINYONG MALAMANG TUNGKOL SA SHEAR LINE,2024-12-04T09:32:22.000Z,Civil Defense PH,5,29,dapat ninyong malamang shear line,9,Weather Advisory
"Rainfall Advisory No. 3 Amendment #MINPRSD
Weather System: Low Pressure Area (LPA) / Easterlies 
Issued at 12:31 PM 27 March 2025

𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐭𝐨 𝐨𝐜𝐜𝐚𝐬𝐢𝐨𝐧𝐚𝐥𝐥𝐲 𝐡𝐞𝐚𝐯𝐲 𝐫𝐚𝐢𝐧𝐬 affecting #𝐋𝐚𝐧𝐚𝐨𝐃𝐞𝐥𝐍𝐨𝐫𝐭𝐞 (𝗜𝗹𝗶𝗴𝗮𝗻𝗖𝗶𝘁𝘆, Tagoloan, Pantar, Baloi, Kauswagan, Linamon, PoonaPiagapo, Matungao, PantaoRagat, Munai, Tangcal, Magsaysay, Tubod, Kapatagan, Lala, Baroy, Kolambugan, Maigo, Bacolod) which may persist within 2-3 hours and may affect nearby areas.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 02:00 PM Today.

Source: Mindanao Prsd",2025-03-27T04:53:55.000Z,,0,6,rainfall advisory amendment HASHTAG_minprsd weather system low pressure area lpa easterlies issued pm march Moderate occasionally heavy rains affecting HASHTAG_LanaoDelNorte IliganCity tagoloan pantar baloi kauswagan linamon poonapiagapo matungao pantaoragat munai tangcal magsaysay tubod kapatagan lala baroy kolambugan maigo bacolod persist within hours affect nearby areas public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"Day 1 of the Barangay Disaster Risk Reduction and Management Plan (BDRRMP) Workshop kicks off at Foodega Park, Brgy. Del Carmen, Iligan City. Facilitated by DILG in collaboration with Iligan City Disaster Risk Reduction and Management Office (ICDRRMO), Department of Science and Technology  (DOST) and the Philippine Red Cross (PRC) - Iligam Chapter, this workshop equips 44 barangays with the tools and knowledge to strengthen their disaster preparedness and response. Together, we are building resilient communities, ensuring a safer and more secure future for everyone. Let's continue to rise stronger!
--------------------------------------------------------------------------------------------
Stay tuned for further updates from ICDRRMO.

𝐅𝐨𝐫 𝐞𝐦𝐞𝐫𝐠𝐞𝐧𝐜𝐲 𝐣𝐮𝐬𝐭 𝐜𝐚𝐥𝐥:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878

Iligan City Disaster Risk Reduction & Management Office 
Buhanginan Hills, Amphitheater, Brgy. Pala-o, Iligan City
Please Like and Share our page. Thank you!
Dalaygon ang Dios 
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon
#ecitizenph
#Serbisyongsiao",2024-10-08T06:24:50.000Z,,6,10,day barangay disaster risk reduction management plan bdrrmp workshop kicks foodega park brgy del carmen city facilitated dilg collaboration city disaster risk reduction management office icdrrmo department science technology dost philippine red cross prc iligam chapter workshop equips barangays tools knowledge strengthen disaster preparedness response together building resilient communities ensuring safer secure future everyone lets continue rise stronger stay tuned updates icdrrmo For emergency call telephone tmglobe smart city disaster risk reduction management office buhanginan hills amphitheater brgy palao city please like share page thank dalaygon dios HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon HASHTAG_ecitizenph HASHTAG_serbisyongsiao,8,Emergency Hotlines
